,Unnamed: 0,index,patch_filename,plastic
18,288,532.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4608_Y1024.JPG,1.0
19,408,146.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2560_Y0.JPG,0.0
20,511,302.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4864_Y1792.JPG,0.0
21,151,307.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X768_Y2048.JPG,1.0
22,598,485.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3328_Y512.JPG,0.0
23,272,514.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X0_Y1024.JPG,1.0
24,8,17.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1792_Y2048.JPG,1.0
25,737,735.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0884_X2816_Y0.JPG,0.0
26,171,333.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2048_Y2304.JPG,1.0
27,185,358.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3072_Y2560.JPG,1.0
28,371,29.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4864_Y2048.JPG,0.0
29,126,255.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3584_Y1280.JPG,1.0
30,393,117.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X512_Y3328.JPG,0.0
31,658,623.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1024_Y2304.JPG,0.0
32,500,273.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2816_Y1536.JPG,0.0
33,685,656.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4096_Y2560.JPG,0.0
34,302,553.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4608_Y1280.JPG,1.0
35,679,649.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2304_Y2560.JPG,0.0
36,467,224.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1024_Y1024.JPG,0.0
37,538,366.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X5120_Y2560.JPG,0.0
38,40,61.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X2304_Y2560.JPG,1.0
39,610,562.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1536_Y1536.JPG,0.0
40,199,394.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1536_Y3072.JPG,1.0
41,430,177.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X5120_Y256.JPG,0.0
42,152,312.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2048_Y2048.JPG,1.0
43,413,153.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4352_Y0.JPG,0.0
44,672,641.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y2560.JPG,0.0
45,636,595.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4608_Y1792.JPG,0.0
46,733,731.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0884_X1792_Y0.JPG,0.0
47,215,436.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1536_Y0.JPG,1.0
48,564,406.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4608_Y3072.JPG,0.0
49,683,654.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3584_Y2560.JPG,0.0
50,503,284.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X256_Y1792.JPG,0.0
51,578,432.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X512_Y0.JPG,0.0
52,649,611.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3328_Y2048.JPG,0.0
53,11,20.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X2560_Y2048.JPG,1.0
54,220,444.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3584_Y0.JPG,1.0
55,254,494.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y768.JPG,1.0
56,65,91.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4608_Y2816.JPG,1.0
57,718,702.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X5120_Y3072.JPG,0.0
58,35,56.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1024_Y2560.JPG,1.0
59,66,92.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4864_Y2816.JPG,1.0
60,619,571.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3840_Y1536.JPG,0.0
61,55,80.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1792_Y2816.JPG,1.0
62,321,617.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4864_Y2048.JPG,1.0
63,641,602.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1024_Y2048.JPG,0.0
64,648,610.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3072_Y2048.JPG,0.0
65,283,527.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3328_Y1024.JPG,1.0
66,600,497.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1024_Y768.JPG,0.0
67,513,304.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X0_Y2048.JPG,0.0
68,547,382.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3840_Y2816.JPG,0.0
69,639,598.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X0_Y2048.JPG,0.0
70,173,337.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3072_Y2304.JPG,1.0
71,330,661.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X0_Y2816.JPG,1.0
72,384,85.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X3072_Y2816.JPG,0.0
73,576,429.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X5120_Y3328.JPG,0.0
74,132,274.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3072_Y1536.JPG,1.0
75,710,690.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2048_Y3072.JPG,0.0
76,200,400.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3072_Y3072.JPG,1.0
77,273,515.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y1024.JPG,1.0
78,571,424.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3840_Y3328.JPG,0.0
79,588,452.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y256.JPG,0.0
80,190,371.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1024_Y2816.JPG,1.0
81,333,668.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1792_Y2816.JPG,1.0
82,406,144.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2048_Y0.JPG,0.0
83,196,390.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X512_Y3072.JPG,1.0
84,507,298.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3840_Y1792.JPG,0.0
85,81,113.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4864_Y3072.JPG,1.0
86,91,133.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4608_Y3328.JPG,1.0
87,285,529.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3840_Y1024.JPG,1.0
88,488,257.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4096_Y1280.JPG,0.0
89,69,100.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1536_Y3072.JPG,1.0
90,292,537.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X512_Y1280.JPG,1.0
91,703,679.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4608_Y2816.JPG,0.0
92,535,363.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4352_Y2560.JPG,0.0
93,210,418.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2304_Y3328.JPG,1.0
94,73,104.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X2560_Y3072.JPG,1.0
95,7,16.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1536_Y2048.JPG,1.0
96,580,437.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1792_Y0.JPG,0.0
97,701,677.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4096_Y2816.JPG,0.0
98,395,119.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1024_Y3328.JPG,0.0
99,318,599.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y2048.JPG,1.0
100,466,223.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X768_Y1024.JPG,0.0
101,360,1.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X3072_Y1792.JPG,0.0
102,435,182.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1024_Y512.JPG,0.0
103,289,533.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4864_Y1024.JPG,1.0
104,140,286.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X768_Y1792.JPG,1.0
105,141,287.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1024_Y1792.JPG,1.0
106,344,712.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2304_Y3328.JPG,1.0
107,656,619.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X0_Y2304.JPG,0.0
108,228,465.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3584_Y256.JPG,1.0
109,514,306.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X512_Y2048.JPG,0.0
110,251,491.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4864_Y512.JPG,1.0
111,630,587.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2560_Y1792.JPG,0.0
112,582,443.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3328_Y0.JPG,0.0
113,84,122.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1792_Y3328.JPG,1.0
114,465,222.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X512_Y1024.JPG,0.0
115,96,142.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1536_Y0.JPG,1.0
116,646,608.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2560_Y2048.JPG,0.0
117,129,259.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4608_Y1280.JPG,1.0
118,688,659.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4864_Y2560.JPG,0.0
119,365,10.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X0_Y2048.JPG,0.0
120,327,640.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X0_Y2560.JPG,1.0
121,33,49.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4608_Y2304.JPG,1.0
122,491,262.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X0_Y1536.JPG,0.0
123,692,664.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X768_Y2816.JPG,0.0
124,198,393.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1280_Y3072.JPG,1.0
125,178,346.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X0_Y2560.JPG,1.0
126,335,684.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X512_Y3072.JPG,1.0
127,369,25.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X3840_Y2048.JPG,0.0
128,442,189.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2816_Y512.JPG,0.0
129,293,543.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2048_Y1280.JPG,1.0
130,320,605.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1792_Y2048.JPG,1.0
131,520,328.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X768_Y2304.JPG,0.0
132,146,292.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2304_Y1792.JPG,1.0
133,175,343.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4608_Y2304.JPG,1.0
134,94,139.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X768_Y0.JPG,1.0
135,666,634.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3840_Y2304.JPG,0.0
136,342,697.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3840_Y3072.JPG,1.0
137,67,93.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X5120_Y2816.JPG,1.0
138,558,399.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2816_Y3072.JPG,0.0
139,732,728.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0884_X1024_Y0.JPG,0.0
140,479,241.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X0_Y1280.JPG,0.0
141,194,388.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X0_Y3072.JPG,1.0
142,626,582.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1280_Y1792.JPG,0.0
143,180,350.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1024_Y2560.JPG,1.0
144,405,143.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1792_Y0.JPG,0.0
145,531,357.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2816_Y2560.JPG,0.0
146,586,449.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4864_Y0.JPG,0.0
147,590,454.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X768_Y256.JPG,0.0
148,638,597.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X5120_Y1792.JPG,0.0
149,282,526.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3072_Y1024.JPG,1.0
150,700,676.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3840_Y2816.JPG,0.0
151,68,99.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X1280_Y3072.JPG,1.0
152,650,612.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3584_Y2048.JPG,0.0
153,85,123.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X2048_Y3328.JPG,1.0
154,478,240.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X5120_Y1024.JPG,0.0
155,671,639.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X5120_Y2304.JPG,0.0
156,489,260.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4864_Y1280.JPG,0.0
157,727,714.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2816_Y3328.JPG,0.0
158,593,460.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2304_Y256.JPG,0.0
159,226,462.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2816_Y256.JPG,1.0
160,46,67.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X3840_Y2560.JPG,1.0
161,613,565.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2304_Y1536.JPG,0.0
162,575,428.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4864_Y3328.JPG,0.0
163,452,204.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X1280_Y768.JPG,0.0
164,433,180.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X512_Y512.JPG,0.0
165,278,522.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2048_Y1024.JPG,1.0
166,363,5.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4096_Y1792.JPG,0.0
167,523,338.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3328_Y2304.JPG,0.0
168,347,717.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3584_Y3328.JPG,1.0
169,111,212.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3328_Y768.JPG,1.0
170,707,683.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y3072.JPG,0.0
171,399,129.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X3584_Y3328.JPG,0.0
172,530,356.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2560_Y2560.JPG,0.0
173,623,578.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y1792.JPG,0.0
174,629,586.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2304_Y1792.JPG,0.0
175,653,615.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4352_Y2048.JPG,0.0
176,203,411.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X512_Y3328.JPG,1.0
177,359,0.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X2816_Y1792.JPG,0.0
178,682,652.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3072_Y2560.JPG,0.0
179,663,631.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X3072_Y2304.JPG,0.0
180,428,172.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3840_Y256.JPG,0.0
181,358,737.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0884_X3328_Y0.JPG,1.0
182,287,531.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4352_Y1024.JPG,1.0
183,577,430.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X0_Y0.JPG,0.0
184,657,620.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X256_Y2304.JPG,0.0
185,440,187.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2304_Y512.JPG,0.0
186,164,325.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X0_Y2304.JPG,1.0
187,669,637.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4608_Y2304.JPG,0.0
188,350,720.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4352_Y3328.JPG,1.0
189,80,112.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4608_Y3072.JPG,1.0
190,88,128.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X3328_Y3328.JPG,1.0
191,92,134.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4864_Y3328.JPG,1.0
192,377,52.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X0_Y2560.JPG,0.0
193,135,277.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X3840_Y1536.JPG,1.0
194,494,265.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X768_Y1536.JPG,0.0
195,687,658.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4608_Y2560.JPG,0.0
196,414,157.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X0_Y256.JPG,0.0
197,319,600.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X512_Y2048.JPG,1.0
198,195,389.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X256_Y3072.JPG,1.0
199,529,355.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2304_Y2560.JPG,0.0
200,120,237.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4352_Y1024.JPG,1.0
201,155,315.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2816_Y2048.JPG,1.0
202,510,301.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4608_Y1792.JPG,0.0
203,550,385.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4608_Y2816.JPG,0.0
204,416,159.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X512_Y256.JPG,0.0
205,9,18.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X2048_Y2048.JPG,1.0
206,693,665.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1024_Y2816.JPG,0.0
207,446,198.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X5120_Y512.JPG,0.0
208,76,108.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X3584_Y3072.JPG,1.0
209,364,8.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X4864_Y1792.JPG,0.0
210,557,398.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X2560_Y3072.JPG,0.0
211,382,75.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838_X512_Y2816.JPG,0.0
212,160,321.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0828_X4352_Y2048.JPG,1.0
213,680,650.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X2560_Y2560.JPG,0.0
214,230,467.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X4096_Y256.JPG,1.0
215,338,689.0,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0853_X1792_Y3072.JPG,1.0
