Unnamed: 0,imfilename,patch_filename,x,y,plastic
16,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4096_Y0.JPG,4096,0,1.0
17,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4352_Y0.JPG,4352,0,0.0
18,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4608_Y0.JPG,4608,0,0.0
19,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4864_Y0.JPG,4864,0,0.0
20,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5120_Y0.JPG,5120,0,0.0
21,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5376_Y0.JPG,5376,0,0.0
22,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X0_Y256.JPG,0,256,0.0
23,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X256_Y256.JPG,256,256,0.0
24,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X512_Y256.JPG,512,256,0.0
25,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X768_Y256.JPG,768,256,0.0
26,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1024_Y256.JPG,1024,256,0.0
27,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1280_Y256.JPG,1280,256,1.0
28,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1536_Y256.JPG,1536,256,0.0
29,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1792_Y256.JPG,1792,256,0.0
30,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2048_Y256.JPG,2048,256,0.0
31,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2304_Y256.JPG,2304,256,0.0
32,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2560_Y256.JPG,2560,256,1.0
33,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2816_Y256.JPG,2816,256,1.0
34,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3072_Y256.JPG,3072,256,0.0
35,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3328_Y256.JPG,3328,256,0.0
36,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3584_Y256.JPG,3584,256,0.0
37,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3840_Y256.JPG,3840,256,1.0
38,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4096_Y256.JPG,4096,256,1.0
39,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4352_Y256.JPG,4352,256,1.0
40,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4608_Y256.JPG,4608,256,0.0
41,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4864_Y256.JPG,4864,256,0.0
42,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5120_Y256.JPG,5120,256,0.0
43,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5376_Y256.JPG,5376,256,0.0
44,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X0_Y512.JPG,0,512,0.0
45,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X256_Y512.JPG,256,512,0.0
46,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X512_Y512.JPG,512,512,0.0
47,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X768_Y512.JPG,768,512,0.0
48,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1024_Y512.JPG,1024,512,0.0
49,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1280_Y512.JPG,1280,512,1.0
50,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1536_Y512.JPG,1536,512,1.0
51,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1792_Y512.JPG,1792,512,0.0
52,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2048_Y512.JPG,2048,512,0.0
53,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2304_Y512.JPG,2304,512,0.0
54,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2560_Y512.JPG,2560,512,0.0
55,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2816_Y512.JPG,2816,512,0.0
56,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3072_Y512.JPG,3072,512,0.0
57,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3328_Y512.JPG,3328,512,1.0
58,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3584_Y512.JPG,3584,512,1.0
59,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3840_Y512.JPG,3840,512,1.0
60,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4096_Y512.JPG,4096,512,0.0
61,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4352_Y512.JPG,4352,512,0.0
62,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4608_Y512.JPG,4608,512,0.0
63,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4864_Y512.JPG,4864,512,1.0
64,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5120_Y512.JPG,5120,512,1.0
65,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5376_Y512.JPG,5376,512,1.0
66,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X0_Y768.JPG,0,768,0.0
67,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X256_Y768.JPG,256,768,0.0
68,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X512_Y768.JPG,512,768,0.0
69,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X768_Y768.JPG,768,768,0.0
70,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1024_Y768.JPG,1024,768,1.0
71,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1280_Y768.JPG,1280,768,1.0
72,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1536_Y768.JPG,1536,768,1.0
73,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1792_Y768.JPG,1792,768,0.0
74,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2048_Y768.JPG,2048,768,0.0
75,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2304_Y768.JPG,2304,768,0.0
76,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2560_Y768.JPG,2560,768,0.0
77,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2816_Y768.JPG,2816,768,0.0
78,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3072_Y768.JPG,3072,768,0.0
79,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3328_Y768.JPG,3328,768,0.0
80,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3584_Y768.JPG,3584,768,0.0
81,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3840_Y768.JPG,3840,768,0.0
82,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4096_Y768.JPG,4096,768,0.0
83,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4352_Y768.JPG,4352,768,0.0
84,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4608_Y768.JPG,4608,768,0.0
85,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4864_Y768.JPG,4864,768,1.0
86,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5120_Y768.JPG,5120,768,1.0
87,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5376_Y768.JPG,5376,768,0.0
88,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X0_Y1024.JPG,0,1024,0.0
89,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X256_Y1024.JPG,256,1024,0.0
90,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X512_Y1024.JPG,512,1024,0.0
91,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X768_Y1024.JPG,768,1024,0.0
92,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1024_Y1024.JPG,1024,1024,1.0
93,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1280_Y1024.JPG,1280,1024,1.0
94,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1536_Y1024.JPG,1536,1024,0.0
95,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1792_Y1024.JPG,1792,1024,0.0
96,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2048_Y1024.JPG,2048,1024,0.0
97,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2304_Y1024.JPG,2304,1024,0.0
98,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2560_Y1024.JPG,2560,1024,0.0
99,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2816_Y1024.JPG,2816,1024,0.0
100,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3072_Y1024.JPG,3072,1024,0.0
101,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3328_Y1024.JPG,3328,1024,0.0
102,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3584_Y1024.JPG,3584,1024,0.0
103,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3840_Y1024.JPG,3840,1024,0.0
104,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4096_Y1024.JPG,4096,1024,0.0
105,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4352_Y1024.JPG,4352,1024,0.0
106,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4608_Y1024.JPG,4608,1024,0.0
107,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4864_Y1024.JPG,4864,1024,0.0
108,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5120_Y1024.JPG,5120,1024,1.0
109,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5376_Y1024.JPG,5376,1024,0.0
110,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X0_Y1280.JPG,0,1280,0.0
111,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X256_Y1280.JPG,256,1280,0.0
112,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X512_Y1280.JPG,512,1280,0.0
113,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X768_Y1280.JPG,768,1280,0.0
114,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1024_Y1280.JPG,1024,1280,1.0
115,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1280_Y1280.JPG,1280,1280,0.0
116,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1536_Y1280.JPG,1536,1280,0.0
117,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X1792_Y1280.JPG,1792,1280,0.0
118,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2048_Y1280.JPG,2048,1280,0.0
119,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2304_Y1280.JPG,2304,1280,0.0
120,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2560_Y1280.JPG,2560,1280,0.0
121,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X2816_Y1280.JPG,2816,1280,0.0
122,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3072_Y1280.JPG,3072,1280,0.0
123,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3328_Y1280.JPG,3328,1280,0.0
124,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3584_Y1280.JPG,3584,1280,0.0
125,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X3840_Y1280.JPG,3840,1280,0.0
126,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4096_Y1280.JPG,4096,1280,0.0
127,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4352_Y1280.JPG,4352,1280,0.0
128,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4608_Y1280.JPG,4608,1280,0.0
129,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X4864_Y1280.JPG,4864,1280,0.0
130,/home/giorgia/Desktop/MAI/Thesis/images/selected_50m/a1/DJI_0838.JPG,/home/giorgia/Desktop/MAI/Thesis/images/patches_new/a1_DJI_0838_X5120_Y1280.JPG,5120,1280,0.0
